object_name,label_family,query_string,query_goal,recommended_source_type,priority_rank,priority_bin
NGC3893,Vrot/sigma,"""NGC3893"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,43,preferred_50_pool
NGC3893,burstiness,"""NGC3893"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",43,preferred_50_pool
NGC3893,centroid offset,"""NGC3893"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,43,preferred_50_pool
NGC3893,external morphology,"""NGC3893"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,43,preferred_50_pool
NGC3893,lopsidedness,"""NGC3893"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,43,preferred_50_pool
NGC3893,warp / PA twist,"""NGC3893"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,43,preferred_50_pool
NGC3917,A/R mismatch,"""NGC3917"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,44,preferred_50_pool
NGC3917,H I asymmetry,"""NGC3917"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,44,preferred_50_pool
NGC3917,SFE/depletion,"""NGC3917"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,44,preferred_50_pool
NGC3917,Vrot/sigma,"""NGC3917"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,44,preferred_50_pool
NGC3917,burstiness,"""NGC3917"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",44,preferred_50_pool
NGC3917,centroid offset,"""NGC3917"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,44,preferred_50_pool
NGC3917,external morphology,"""NGC3917"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,44,preferred_50_pool
NGC3917,lopsidedness,"""NGC3917"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,44,preferred_50_pool
NGC3917,warp / PA twist,"""NGC3917"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,44,preferred_50_pool
NGC3953,A/R mismatch,"""NGC3953"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,45,preferred_50_pool
NGC3953,H I asymmetry,"""NGC3953"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,45,preferred_50_pool
NGC3953,SFE/depletion,"""NGC3953"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,45,preferred_50_pool
NGC3953,Vrot/sigma,"""NGC3953"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,45,preferred_50_pool
NGC3953,burstiness,"""NGC3953"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",45,preferred_50_pool
NGC3953,centroid offset,"""NGC3953"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,45,preferred_50_pool
NGC3953,external morphology,"""NGC3953"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,45,preferred_50_pool
NGC3953,lopsidedness,"""NGC3953"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,45,preferred_50_pool
NGC3953,warp / PA twist,"""NGC3953"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,45,preferred_50_pool
NGC3972,A/R mismatch,"""NGC3972"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,46,preferred_50_pool
NGC3972,H I asymmetry,"""NGC3972"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,46,preferred_50_pool
NGC3972,SFE/depletion,"""NGC3972"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,46,preferred_50_pool
NGC3972,Vrot/sigma,"""NGC3972"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,46,preferred_50_pool
NGC3972,burstiness,"""NGC3972"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",46,preferred_50_pool
NGC3972,centroid offset,"""NGC3972"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,46,preferred_50_pool
NGC3972,external morphology,"""NGC3972"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,46,preferred_50_pool
NGC3972,lopsidedness,"""NGC3972"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,46,preferred_50_pool
NGC3972,warp / PA twist,"""NGC3972"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,46,preferred_50_pool
NGC3992,A/R mismatch,"""NGC3992"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,47,preferred_50_pool
NGC3992,H I asymmetry,"""NGC3992"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,47,preferred_50_pool
NGC3992,SFE/depletion,"""NGC3992"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,47,preferred_50_pool
NGC3992,Vrot/sigma,"""NGC3992"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,47,preferred_50_pool
NGC3992,burstiness,"""NGC3992"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",47,preferred_50_pool
NGC3992,centroid offset,"""NGC3992"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,47,preferred_50_pool
NGC3992,external morphology,"""NGC3992"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,47,preferred_50_pool
NGC3992,lopsidedness,"""NGC3992"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,47,preferred_50_pool
NGC3992,warp / PA twist,"""NGC3992"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,47,preferred_50_pool
NGC4088,A/R mismatch,"""NGC4088"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,48,preferred_50_pool
NGC4088,H I asymmetry,"""NGC4088"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,48,preferred_50_pool
NGC4088,SFE/depletion,"""NGC4088"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,48,preferred_50_pool
NGC4088,Vrot/sigma,"""NGC4088"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,48,preferred_50_pool
NGC4088,burstiness,"""NGC4088"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",48,preferred_50_pool
NGC4088,centroid offset,"""NGC4088"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,48,preferred_50_pool
NGC4088,external morphology,"""NGC4088"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,48,preferred_50_pool
NGC4088,lopsidedness,"""NGC4088"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,48,preferred_50_pool
NGC4088,warp / PA twist,"""NGC4088"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,48,preferred_50_pool
NGC4100,A/R mismatch,"""NGC4100"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,49,preferred_50_pool
NGC4100,H I asymmetry,"""NGC4100"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,49,preferred_50_pool
NGC4100,SFE/depletion,"""NGC4100"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,49,preferred_50_pool
NGC4100,Vrot/sigma,"""NGC4100"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,49,preferred_50_pool
NGC4100,burstiness,"""NGC4100"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",49,preferred_50_pool
NGC4100,centroid offset,"""NGC4100"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,49,preferred_50_pool
NGC4100,external morphology,"""NGC4100"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,49,preferred_50_pool
NGC4100,lopsidedness,"""NGC4100"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,49,preferred_50_pool
NGC4100,warp / PA twist,"""NGC4100"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,49,preferred_50_pool
NGC4157,A/R mismatch,"""NGC4157"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,50,preferred_50_pool
NGC4157,H I asymmetry,"""NGC4157"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,50,preferred_50_pool
NGC4157,SFE/depletion,"""NGC4157"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,50,preferred_50_pool
NGC4157,Vrot/sigma,"""NGC4157"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,50,preferred_50_pool
NGC4157,burstiness,"""NGC4157"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",50,preferred_50_pool
NGC4157,centroid offset,"""NGC4157"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,50,preferred_50_pool
NGC4157,external morphology,"""NGC4157"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,50,preferred_50_pool
NGC4157,lopsidedness,"""NGC4157"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,50,preferred_50_pool
NGC4157,warp / PA twist,"""NGC4157"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,50,preferred_50_pool
NGC4183,A/R mismatch,"""NGC4183"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,51,reserve_pool
NGC4183,H I asymmetry,"""NGC4183"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,51,reserve_pool
NGC4183,SFE/depletion,"""NGC4183"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,51,reserve_pool
NGC4183,Vrot/sigma,"""NGC4183"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,51,reserve_pool
NGC4183,burstiness,"""NGC4183"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",51,reserve_pool
NGC4183,centroid offset,"""NGC4183"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,51,reserve_pool
NGC4183,external morphology,"""NGC4183"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,51,reserve_pool
NGC4183,lopsidedness,"""NGC4183"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,51,reserve_pool
NGC4183,warp / PA twist,"""NGC4183"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,51,reserve_pool
NGC4217,A/R mismatch,"""NGC4217"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,52,reserve_pool
NGC4217,H I asymmetry,"""NGC4217"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,52,reserve_pool
NGC4217,SFE/depletion,"""NGC4217"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,52,reserve_pool
NGC4217,Vrot/sigma,"""NGC4217"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,52,reserve_pool
NGC4217,burstiness,"""NGC4217"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",52,reserve_pool
NGC4217,centroid offset,"""NGC4217"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,52,reserve_pool
NGC4217,external morphology,"""NGC4217"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,52,reserve_pool
NGC4217,lopsidedness,"""NGC4217"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,52,reserve_pool
NGC4217,warp / PA twist,"""NGC4217"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,52,reserve_pool
NGC4559,A/R mismatch,"""NGC4559"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,53,reserve_pool
NGC4559,H I asymmetry,"""NGC4559"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,53,reserve_pool
NGC4559,SFE/depletion,"""NGC4559"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,53,reserve_pool
NGC4559,Vrot/sigma,"""NGC4559"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,53,reserve_pool
NGC4559,burstiness,"""NGC4559"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",53,reserve_pool
NGC4559,centroid offset,"""NGC4559"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,53,reserve_pool
NGC4559,external morphology,"""NGC4559"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,53,reserve_pool
NGC4559,lopsidedness,"""NGC4559"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,53,reserve_pool
NGC4559,warp / PA twist,"""NGC4559"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,53,reserve_pool
NGC5005,A/R mismatch,"""NGC5005"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,54,reserve_pool
NGC5005,H I asymmetry,"""NGC5005"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,54,reserve_pool
NGC5005,SFE/depletion,"""NGC5005"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,54,reserve_pool
NGC5005,Vrot/sigma,"""NGC5005"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,54,reserve_pool
NGC5005,burstiness,"""NGC5005"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",54,reserve_pool
NGC5005,centroid offset,"""NGC5005"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,54,reserve_pool
NGC5005,external morphology,"""NGC5005"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,54,reserve_pool
NGC5005,lopsidedness,"""NGC5005"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,54,reserve_pool
NGC5005,warp / PA twist,"""NGC5005"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,54,reserve_pool
NGC5033,A/R mismatch,"""NGC5033"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,55,reserve_pool
NGC5033,H I asymmetry,"""NGC5033"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,55,reserve_pool
NGC5033,SFE/depletion,"""NGC5033"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,55,reserve_pool
NGC5033,Vrot/sigma,"""NGC5033"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,55,reserve_pool
NGC5033,burstiness,"""NGC5033"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",55,reserve_pool
NGC5033,centroid offset,"""NGC5033"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,55,reserve_pool
NGC5033,external morphology,"""NGC5033"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,55,reserve_pool
NGC5033,lopsidedness,"""NGC5033"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,55,reserve_pool
NGC5033,warp / PA twist,"""NGC5033"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,55,reserve_pool
NGC5371,A/R mismatch,"""NGC5371"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,56,reserve_pool
NGC5371,H I asymmetry,"""NGC5371"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,56,reserve_pool
NGC5371,SFE/depletion,"""NGC5371"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,56,reserve_pool
NGC5371,Vrot/sigma,"""NGC5371"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,56,reserve_pool
NGC5371,burstiness,"""NGC5371"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",56,reserve_pool
NGC5371,centroid offset,"""NGC5371"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,56,reserve_pool
NGC5371,external morphology,"""NGC5371"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,56,reserve_pool
NGC5371,lopsidedness,"""NGC5371"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,56,reserve_pool
NGC5371,warp / PA twist,"""NGC5371"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,56,reserve_pool
NGC5985,A/R mismatch,"""NGC5985"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,57,reserve_pool
NGC5985,H I asymmetry,"""NGC5985"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,57,reserve_pool
NGC5985,SFE/depletion,"""NGC5985"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,57,reserve_pool
NGC5985,Vrot/sigma,"""NGC5985"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,57,reserve_pool
NGC5985,burstiness,"""NGC5985"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",57,reserve_pool
